"","Year","Hospital.Name","Hospital.County","Cesarean Births","Forceps Delivery","Total Births","Low/Outlet Forceps Delivery","Mid Forceps Delivery","Internal Fetal Monitoring","External Fetal Monitoring","Induction - Artificial Rupture of Membranes","Induction - Medicinal","Augmented Labor","Analgesia","Attended by Licensed Midwife","Vaginal Births","Vaginal Birth After Prior Cesarean","Total Births After Prior Cesarean","Breech Births Delivered Vaginally","Episiotomy","General Anesthesia (Vaginal)","Spinal Anesthesia (Vaginal)","Epidural Anesthesia","Local/Other Anesthesia","Paracervical Anesthesia","Pudendal Anesthesia","Primary Cesarean","Repeat Cesarean","General Anesthesia (Cesarean)","Spinal Anesthesia (Cesarean)","Epidural/Local Anesthesia","Fed Any Breast Milk","Fed Exclusively Breast Milk","Breast Fed Infants Supplemented w/Formula","X","ID","State","lon","lat"
"827","2014","Woman's Christian Association","CHAUTAUQUA",248,0,698,0,0,11,696,41,172,56,234,93,450,0,115,0,45,9,30,207,71,0,0,133,115,10,209,29,501,484,17,142,142," NY",-79.2336184,42.0915449
"828","2014","Chenango Memorial Hospital Inc","CHENANGO",103,0,308,0,0,4,301,2,61,63,59,0,204,0,51,1,25,0,4,60,34,0,0,52,51,11,85,7,213,153,60,21,21," NY",-75.5278844,42.5411751
"829","2014","Champlain Valley Physicians Hospital Medical Center","CLINTON",289,13,865,13,0,192,809,201,219,239,162,242,575,16,155,1,30,4,1,356,38,8,6,150,139,8,209,66,704,642,62,20,20," NY",-73.470012,44.7014924
"830","2014","Vassar Brothers Medical Center","DUTCHESS",967,0,2479,0,0,55,2472,13,370,568,420,158,1512,76,506,3,265,1,0,1031,113,0,3,537,430,42,677,247,1813,1067,746,137,137," NY",-73.935626,41.6933485
"831","2014","Columbia Memorial Hospital","COLUMBIA",105,0,394,0,0,0,324,1,69,69,60,29,289,7,56,0,29,0,81,25,0,0,0,56,49,1,103,1,263,226,37,23,23," NY",-73.7796082,42.2463701
"832","2014","Cortland Regional Medical Center Inc","CORTLAND",117,0,430,0,0,7,348,22,68,52,113,33,312,0,57,0,37,0,12,118,25,0,0,60,57,12,92,13,316,291,25,28,28," NY",-76.187635,42.608842
"833","2014","Northern Dutchess Hospital","DUTCHESS",324,0,908,0,0,2,899,165,121,70,735,403,584,21,142,0,28,0,185,53,110,0,0,203,121,4,290,30,768,696,72,85,85," NY",-73.9128078,41.9356016
"834","2014","Women And Children's Hospital Of Buffalo","ERIE",1063,0,2883,0,0,7,2834,21,712,480,1118,68,1820,84,581,10,35,4,2,1198,122,0,0,566,497,165,699,195,1511,625,886,143,143," NY",-78.8751475,42.9098851
"835","2014","University Hospital","SUFFOLK",1475,4,4030,4,0,149,3329,144,440,722,443,607,2547,84,751,4,69,8,22,1882,153,0,0,808,667,27,993,435,2855,1197,1658,135,135," NY",-74.4802507,40.6794061
"836","2014","Sisters of Charity Hospital","ERIE",1204,25,3539,20,5,416,3435,124,778,895,664,38,2332,94,594,14,415,4,4,1680,356,0,0,704,500,42,825,331,2389,1959,430,109,109," NY",-78.848085,42.9284109
"837","2014","Adirondack Medical Center-Saranac Lake Site","FRANKLIN",70,1,145,1,0,7,133,15,16,13,55,40,75,1,37,0,9,1,6,4,28,0,0,34,36,4,64,1,123,111,12,1,1," NY",-74.1312867,44.3294896
"838","2014","Alice Hyde Medical Center","FRANKLIN",97,0,243,0,0,57,220,63,77,88,141,0,141,4,56,1,30,0,0,85,11,0,0,45,52,20,67,9,141,120,21,3,3," NY",-74.2999876,44.8554151
"839","2014","Highland Hospital","MONROE",762,58,3089,58,0,305,2632,19,738,1276,2339,709,2323,131,492,7,81,1,16,1488,244,0,2,401,361,27,503,231,2596,1721,875,44,44," NY",-77.6061769,43.1356875
"840","2014","Nathan Littauer Hospital","FULTON",132,0,351,0,0,4,344,12,79,61,159,97,219,0,62,0,37,0,3,88,46,0,0,70,62,3,119,9,239,200,39,73,73," NY",-74.3319185,43.0715875
"841","2014","United Memorial Medical Center North Street Campus","GENESEE",196,0,644,0,0,0,639,31,143,298,63,305,445,14,106,2,5,1,2,269,17,0,4,104,92,15,152,29,460,445,15,134,134," NY",-78.1787505,43.0054757
"842","2014","Samaritan Medical Center","JEFFERSON",394,12,1773,12,0,1,1750,12,435,369,1141,459,1379,59,255,5,29,3,12,898,137,0,0,198,196,20,329,45,1291,1104,187,105,105," NY",-75.9144928,43.9648367
"843","2014","Lewis County General Hospital","LEWIS",88,0,291,0,0,16,282,6,48,55,209,0,200,1,48,0,73,3,114,0,25,0,1,41,47,3,84,1,200,182,18,54,54," NY",-75.4995852,43.7958179
"844","2014","Carthage Area Hospital Inc","JEFFERSON",82,0,303,0,0,3,299,35,108,68,219,23,221,7,56,0,10,0,4,113,12,0,0,33,49,5,67,10,226,209,17,17,17," NY",-75.5940464,43.9871213
"845","2014","Nicholas H Noyes Memorial Hospital","LIVINGSTON",97,0,313,0,0,7,258,13,56,40,229,66,216,0,48,1,9,1,1,90,24,0,0,49,48,4,76,17,218,180,38,82,82," NY",-77.699907,42.5528296
"846","2014","Mercy Medical Center","NASSAU",496,0,1057,0,0,38,566,106,113,164,77,13,559,7,234,1,182,10,3,372,79,0,0,269,227,14,386,93,694,233,461,65,65," NY",-73.6314088,40.6874502
"847","2014","Oneida Healthcare Center","MADISON",122,0,462,0,0,6,456,306,106,74,123,0,340,1,60,1,135,0,9,174,80,0,0,63,59,18,90,14,327,296,31,90,90," NY",-75.6537588,43.0775315
"848","2014","Strong Memorial Hospital","MONROE",1079,26,3102,26,0,388,2628,417,821,651,2671,28,2022,86,545,15,52,6,15,1500,61,0,2,620,459,131,794,151,1802,1049,753,130,130," NY",-77.6256413,43.122593
"849","2014","Rochester General Hospital","MONROE",712,6,2281,4,2,128,1800,379,658,836,949,533,1567,55,379,4,58,2,2,1148,5,0,0,388,324,24,581,107,1483,806,677,102,102," NY",-77.5878398,43.1924948
"850","2014","The Unity Hospital of Rochester","MONROE",530,5,1611,5,0,392,1313,9,422,551,1414,23,1078,37,292,3,59,6,5,644,108,0,1,275,255,37,380,112,1257,909,348,132,132," NY",-77.7052192,43.1925238
"851","2014","St Marys Hospital at Amsterdam","MONTGOMERY",172,0,504,0,0,21,496,13,97,179,20,0,331,0,83,2,64,0,1,183,35,0,0,89,83,4,134,34,348,267,81,125,125," NY",-74.186919,42.9590091
"852","2014","Winthrop-University Hospital","NASSAU",1942,14,4835,12,2,172,4695,476,458,744,122,63,2886,67,942,6,500,10,29,2314,219,0,0,1067,875,45,1452,425,3666,1902,1764,141,141," NY",-73.643129,40.7407591
"853","2014","South Nassau Communities Hospital","NASSAU",822,1,1976,1,0,103,1163,320,359,315,177,115,1154,30,437,1,304,9,9,871,142,0,0,415,407,30,589,198,1452,521,931,112,112," NY",-73.6304234,40.6518657
"854","2014","Nassau University Medical Center","NASSAU",429,0,1478,0,0,361,1344,406,267,531,312,209,1041,83,278,2,57,17,1,503,171,0,0,234,195,40,278,109,1148,127,1021,72,72," NY",-73.5540616,40.7272159
"855","2014","Rome Memorial Hospital, Inc","ONEIDA",138,0,545,0,0,51,529,241,177,80,114,338,405,2,53,0,25,1,1,185,93,0,0,87,51,6,110,22,345,290,55,NA,NA,NA,NA,NA
"856","2014","North Shore University Hospital","NASSAU",2527,16,6569,16,0,372,5836,662,1305,1542,1165,0,4031,67,1176,7,809,8,25,3246,220,0,3,1418,1109,40,1447,833,5014,1326,3688,84,84," NY",-73.7012035,40.7754975
"857","2014","F F Thompson Hospital","ONTARIO",167,12,697,12,0,42,629,29,213,304,261,144,529,21,107,2,39,0,0,333,113,0,1,81,86,13,112,41,560,456,104,35,35," NY",-77.28973,42.876232
"858","2014","Eastern Niagara Hospital - Lockport Division","NIAGARA",176,0,360,0,0,1,340,18,52,76,131,30,182,3,92,0,70,2,7,60,23,0,0,87,89,8,152,11,211,179,32,30,30," NY",-78.6903098,43.1706128
"859","2014","St Josephs Hospital Health Center","ONONDAGA",613,0,1977,0,0,13,1977,58,485,206,1525,160,1364,1,290,1,164,7,2,623,374,0,0,324,289,42,559,12,1445,1371,74,122,122," NY",-75.9689088,41.1438275
"860","2014","Niagara Falls Memorial Medical Center","NIAGARA",282,0,538,0,0,20,457,144,28,69,81,0,256,6,152,0,51,4,1,181,4,0,0,136,146,22,207,53,281,254,27,81,81," NY",-79.0495359,43.0934707
"861","2014","Mount St Marys Hospital and Health Center","NIAGARA",145,0,307,0,0,20,219,26,80,129,99,0,161,2,77,0,34,0,1,120,13,0,0,71,74,10,106,27,181,135,46,71,71," NY",-79.0330756,43.1537841
"862","2014","Faxton-St Lukes Healthcare St Lukes Division","ONEIDA",788,3,1949,3,0,158,1819,178,359,246,591,0,1161,22,421,5,199,1,37,675,121,1,1,389,399,33,595,160,1284,871,413,36,36," NY",-75.2766254,43.096879
"863","2014","Oswego Hospital","OSWEGO",161,0,533,0,0,49,518,99,109,213,237,114,370,4,84,0,22,1,0,137,59,0,0,81,80,20,130,11,323,232,91,93,93," NY",-76.5163805,43.4537948
"864","2014","Community-General Hospital of Greater Syracuse","ONONDAGA",302,8,1155,8,0,58,1141,350,275,416,727,470,852,24,158,7,31,1,173,332,98,0,0,168,134,13,231,58,755,682,73,25,25," NY",-76.1474244,43.0481221
"865","2014","Crouse Hospital","ONONDAGA",1389,0,3861,0,0,537,3842,101,1018,990,1526,260,2469,120,807,12,190,2,6,1470,491,0,10,702,687,96,1144,149,2469,1378,1091,29,29," NY",-76.138599,43.0414634
"866","2014","St Luke's Cornwall Hospital/Newburgh","ORANGE",286,0,916,0,0,85,889,29,191,464,196,37,626,32,170,3,56,0,0,359,33,0,0,148,138,18,211,57,557,147,410,123,123," NY",-74.0149005,41.5037064
"867","2014","Aurelia Osborn Fox Memorial Hospital","OTSEGO",91,0,260,0,0,27,252,9,40,146,131,0,169,0,38,0,24,2,9,56,42,0,0,53,38,19,63,9,191,169,22,6,6," NY",-75.0522916,42.4578897
"868","2014","Orange Regional Medical Center-Goshen Campus","ORANGE",652,0,1796,0,0,10,484,559,235,783,218,4,1142,27,337,0,135,7,13,656,245,0,0,342,310,26,534,88,1260,823,437,91,91," NY",-74.3218124,41.3892711
"869","2014","Samaritan Hospital","RENSSELAER",312,1,1165,1,0,10,1154,15,157,117,730,520,852,30,179,2,82,0,23,392,85,0,0,163,149,7,237,66,825,704,121,104,104," NY",-73.6720969,42.7336275
"870","2014","St Anthony Community Hospital","ORANGE",161,0,396,0,0,10,391,149,130,197,30,0,231,0,96,1,91,1,0,173,42,0,0,65,96,4,99,58,330,274,56,115,115," NY",-74.357556,41.2612731
"871","2014","Mary Imogene Bassett Hospital","OTSEGO",210,1,880,1,0,157,876,5,226,281,630,273,670,19,106,1,27,4,47,302,140,0,8,123,87,18,154,38,711,538,173,60,60," NY",-74.9235838,42.6956943
"872","2014","Putnam Hospital Center","PUTNAM",145,0,403,0,0,38,253,41,59,53,159,147,258,4,57,1,47,0,64,124,10,0,0,92,53,4,118,21,333,287,46,98,98," NY",-73.6631781,41.3835529
"873","2014","Nyack Hospital","ROCKLAND",560,0,1742,0,0,9,1674,104,174,176,322,716,1182,56,331,2,71,3,51,364,330,0,0,285,275,21,461,78,1473,235,1238,87,87," NY",-73.9260511,41.0958962
"874","2014","Good Samaritan Hospital of Suffern","ROCKLAND",407,0,2886,0,0,87,2143,162,366,330,585,295,1905,107,303,1,275,0,4,1140,284,0,0,226,181,12,255,138,2677,2226,451,42,42," NY",-74.1339973,41.1114834
"875","2014","Claxton-Hepburn Medical Center","ST LAWRENCE",90,0,191,0,0,5,189,20,26,9,64,3,100,3,46,1,26,1,5,50,21,0,1,47,43,12,76,2,129,92,37,22,22," NY",-75.4995175,44.6912242
"876","2014","Massena Memorial Hospital","ST LAWRENCE",80,0,229,0,0,6,215,39,57,36,68,77,149,0,40,0,5,1,0,49,13,0,0,40,40,7,61,12,141,119,22,61,61," NY",-74.9090203,44.9361552
"877","2014","Canton-Potsdam Hospital","ST LAWRENCE",202,0,491,0,0,30,478,33,108,99,156,46,286,1,99,2,29,0,12,106,72,0,1,104,98,7,183,12,372,353,19,16,16," NY",-74.9825672,44.6764714
"878","2014","Saratoga Hospital","SARATOGA",225,1,716,1,0,20,695,38,100,156,79,87,491,0,101,0,88,0,34,345,9,0,0,124,101,5,149,67,594,519,75,106,106," NY",-73.7976256,43.0862373
"879","2014","Corning Hospital","STEUBEN",161,4,420,3,1,31,385,26,89,67,322,1,258,1,75,0,27,0,2,173,17,0,0,87,74,13,113,35,297,271,26,27,27," NY",-77.0546903,42.1428521
"880","2014","Ellis Hospital - Bellevue Woman's Care Center Division","SCHENECTADY",819,10,2666,7,3,17,2582,158,599,279,2422,277,1845,50,410,12,109,1,1046,292,173,0,0,459,360,14,726,79,2071,1687,384,33,33," NY",-73.8810494,42.7924655
"881","2014","St James Mercy Hospital","STEUBEN",86,5,228,5,0,18,187,5,55,54,156,0,142,3,53,0,25,2,1,59,9,0,0,36,50,2,65,17,158,136,22,120,120," NY",-75.9687902,41.1790804
"882","2014","Southampton Hospital","SUFFOLK",247,6,750,6,0,30,739,18,174,175,95,76,503,8,128,0,75,1,5,285,78,0,0,127,120,8,200,39,619,421,198,113,113," NY",-72.3801804,40.8851774
"883","2014","St Charles Hospital","SUFFOLK",667,11,1439,11,0,75,1099,98,241,200,337,0,772,6,313,0,140,0,80,565,76,0,1,360,307,11,496,160,1061,700,361,118,118," NY",-73.0609201,40.9466502
"884","2014","Huntington Hospital","SUFFOLK",559,7,1439,6,1,30,1346,207,226,241,201,47,880,19,289,3,143,4,18,629,69,0,7,289,270,8,387,162,1270,458,812,46,46," NY",-73.4164165,40.879622
"885","2014","Southside Hospital","SUFFOLK",1223,1,2617,1,0,272,2268,393,466,420,437,0,1391,12,691,0,452,3,21,701,250,0,0,544,679,36,1001,162,2089,735,1354,114,114," NY",-73.241274,40.7255982
"886","2014","Good Samaritan Hospital Medical Center","SUFFOLK",1369,3,2698,3,0,0,2691,123,486,902,2688,0,1329,19,610,3,391,1,67,1023,71,0,0,778,591,69,1041,258,1880,1155,725,41,41," NY",-73.2943189,40.6940832
"887","2014","Peconic Bay Medical Center","SUFFOLK",206,0,354,0,0,28,331,8,15,76,88,0,140,0,85,0,68,2,0,26,52,0,0,121,85,11,189,6,290,171,119,95,95," NY",-72.673446,40.9345059
"888","2014","St Catherine of Siena Hospital","SUFFOLK",389,0,769,0,0,52,727,168,114,161,412,0,379,3,194,1,61,1,13,280,47,0,0,198,191,12,233,142,563,255,308,117,117," NY",-73.2231986,40.8683584
"889","2014","Catskill Regional Medical Center","SULLIVAN",216,0,609,0,0,0,604,266,49,83,303,0,392,2,100,0,40,0,0,192,14,0,0,118,98,16,159,41,450,262,188,18,18," NY",-74.7372731,41.7093868
"890","2014","Cayuga Medical Center at Ithaca","TOMPKINS",225,1,893,1,0,18,878,43,198,374,152,348,660,18,118,1,35,1,51,359,128,0,0,125,100,6,167,52,790,626,164,19,19," NY",-76.5380862,42.4688745
"891","2014","Kingston Hospital","ULSTER",97,2,346,0,2,3,342,26,65,86,174,13,249,10,75,1,26,0,56,0,9,0,0,32,65,1,96,0,236,168,68,50,50," NY",-73.9973608,41.9270367
"892","2014","Glens Falls Hospital","WARREN",407,1,1271,1,0,106,1258,25,340,549,721,719,864,0,212,2,54,0,162,409,54,0,0,195,212,9,325,69,1025,968,57,40,40," NY",-73.6440058,43.3095164
"893","2014","Newark-Wayne Community Hospital","WAYNE",180,1,762,1,0,98,724,44,191,274,626,73,572,18,112,0,17,4,2,309,32,0,1,86,94,8,153,19,541,404,137,80,80," NY",-77.1020907,43.0605912
"894","2014","Hudson Valley Hospital Center","WESTCHESTER",265,0,847,0,0,17,486,56,126,103,286,379,579,35,165,1,100,11,11,189,65,0,0,135,130,3,158,85,728,675,53,45,45," NY",-73.892419,41.29265
"895","2014","White Plains Hospital Center","WESTCHESTER",750,0,1875,0,0,22,1358,76,296,278,56,113,1125,1,324,0,754,2,170,680,170,0,0,427,323,11,623,116,1472,1252,220,140,140," NY",-73.768986,41.0260327
"896","2014","Montefiore Medical Center - North Division","BRONX",850,2,2575,NA,NA,3,2563,1,69,39,NA,0,1724,75,451,3,64,1,29,1095,51,0,0,474,376,18,447,383,2222,124,2098,69,69," NY",-73.8799255,40.8798864
"897","2014","Lawrence Hospital Center","WESTCHESTER",747,0,1448,0,0,32,704,92,187,255,112,0,701,6,344,0,217,4,122,228,94,0,0,409,338,7,674,56,1010,609,401,52,52," NY",-73.8370295,40.9423709
"898","2014","Sound Shore Medical Center of Westchester","WESTCHESTER",432,1,1022,0,1,93,747,115,172,238,148,0,587,10,219,0,211,26,16,198,148,0,0,223,209,16,364,49,851,202,649,111,111," NY",-73.7878157,40.912599
"899","2014","North Central Bronx Hospital","BRONX",48,0,184,NA,NA,32,169,14,47,31,NA,127,136,6,18,0,5,1,1,73,30,0,0,36,12,3,29,11,156,109,47,83,83," NY",-73.8810825,40.8805787
"900","2014","SJRH - St Johns Division","WESTCHESTER",562,0,1418,0,0,51,1406,91,293,533,440,1,855,31,327,1,300,1,9,415,219,0,0,266,296,6,476,78,892,151,741,110,110," NY",-74.102728,40.8061405
"901","2014","Northern Westchester Hospital","WESTCHESTER",755,1,1620,1,0,52,1616,74,300,471,90,54,865,21,350,2,114,1,20,630,63,0,2,426,329,14,580,160,1357,959,398,86,86," NY",-74.0056055,41.196535
"902","2014","Phelps Memorial Hospital Assn","WESTCHESTER",253,1,1019,1,0,14,975,20,123,114,90,454,763,6,121,0,62,2,3,250,150,0,0,138,115,5,178,63,998,928,70,96,96," NY",-73.8630631,41.1087491
"903","2014","Westchester Medical Center","WESTCHESTER",412,0,920,0,0,187,873,134,123,239,162,0,508,61,240,9,37,11,9,308,69,0,0,233,179,44,274,92,451,125,326,138,138," NY",-73.80582,41.08878
"904","2014","Wyoming County Community Hospital","WYOMING",41,0,155,0,0,7,151,16,47,15,57,23,114,0,24,0,6,1,0,32,25,0,0,17,24,1,34,5,110,97,13,146,146," NY",-78.1309827,42.754231
"905","2014","Jacobi Medical Center","BRONX",744,9,2584,NA,NA,330,2387,247,547,315,NA,1647,1840,51,353,5,94,16,16,953,318,0,0,442,302,36,523,170,2321,486,1835,47,47," NY",-73.8464133,40.8557535
"906","2014","Lincoln Medical & Mental Health Center","BRONX",690,5,2287,NA,NA,318,2183,230,432,361,NA,0,1597,96,416,7,188,5,4,882,291,0,0,370,320,61,415,210,1788,467,1321,55,55," NY",-73.9235258,40.8170308
"907","2014","Kings County Hospital Center","KINGS",657,10,2183,NA,NA,642,2150,739,380,701,NA,335,1526,72,320,3,82,3,18,692,406,0,0,409,248,53,431,170,1701,168,1533,49,49," NY",-73.9447005,40.6565954
"908","2014","St Barnabas Hospital","BRONX",257,1,1106,NA,NA,32,745,39,183,168,NA,192,841,32,141,0,40,5,5,359,78,0,0,148,109,23,116,98,893,116,777,116,116," NY",-73.8902908,40.8536538
"909","2014","Bronx-Lebanon Hospital Center - Concourse Division","BRONX",760,0,2173,NA,NA,258,1117,120,217,155,NA,0,1413,45,320,6,73,2,44,581,177,0,2,485,275,16,538,197,1480,23,1457,11,11," NY",-73.9110165,40.8434469
"910","2014","Coney Island Hospital","KINGS",391,0,1185,NA,NA,287,1140,81,122,330,NA,630,794,21,199,6,207,3,1,477,142,0,0,213,178,17,303,70,934,233,701,26,26," NY",-73.9648753,40.5855566
"911","2014","Brookdale Hospital Medical Center","KINGS",413,0,1247,NA,NA,52,1171,308,83,339,NA,410,834,22,194,6,2,1,13,475,64,1,1,241,172,33,281,96,914,689,225,12,12," NY",-73.9145464,40.6549753
"912","2014","Brooklyn Hospital Center - Downtown Campus","KINGS",1013,3,2254,NA,NA,9,2124,5,3,12,NA,3,1240,7,383,2,7,1,20,569,192,0,0,637,376,49,506,318,2026,35,1991,14,14," NY",-73.9780268,40.6909388
"913","2014","University Hospital of Brooklyn","KINGS",742,1,1389,NA,NA,14,1300,107,148,261,NA,2,647,12,263,0,116,2,57,413,46,0,0,491,251,40,554,117,848,417,431,136,136," NY",-73.9453265,40.6549969
"914","2014","Lutheran Medical Center","KINGS",1322,1,3895,NA,NA,19,3885,2002,1117,798,NA,44,2573,67,685,3,626,6,27,1768,470,0,3,704,618,50,915,353,2563,544,2019,58,58," NY",-74.0209235,40.6466634
"915","2014","Maimonides Medical Center","KINGS",2226,8,8574,NA,NA,886,8201,413,1134,1506,NA,1738,6348,347,1211,14,1329,8,1536,2192,721,1,26,1362,864,32,947,1228,7193,1538,5655,59,59," NY",-73.9986929,40.6396041
"916","2014","New York Downtown Hospital","NEW YORK",695,0,2196,NA,NA,1,2135,20,114,23,NA,77,1501,38,315,4,153,0,9,750,137,0,3,418,277,3,380,260,1768,524,1244,74,74," NY",-74.0072917,40.710394
"917","2014","New York Methodist Hospital","KINGS",2023,12,5820,NA,NA,539,5072,513,517,1002,NA,597,3796,60,778,19,317,9,1292,1228,554,0,0,1305,718,45,1682,268,4906,2670,2236,76,76," NY",-73.9791299,40.6678362
"918","2014","Wyckoff Heights Medical Center","KINGS",557,0,1385,NA,NA,199,1348,278,198,401,NA,10,828,25,280,1,156,4,4,455,34,0,0,302,255,45,461,51,1108,192,916,145,145," NY",-73.9174728,40.7042422
"919","2014","Harlem Hospital Center","NEW YORK",316,0,987,NA,NA,55,854,44,149,204,NA,1,671,29,173,1,60,44,11,363,75,0,0,172,144,30,185,88,726,539,187,43,43," NY",-73.9395087,40.8143104
"920","2014","Bellevue Hospital Center","NEW YORK",458,8,1514,NA,NA,110,1284,239,376,380,NA,399,1054,54,223,7,44,1,6,627,167,0,1,289,169,26,134,290,1318,489,829,7,7," NY",-73.9762044,40.7396865
"921","2014","Beth Israel Medical Center/Petrie Campus","NEW YORK",977,15,3840,NA,NA,374,2978,328,494,782,NA,485,2860,59,376,3,193,8,9,1860,469,0,2,660,317,35,559,378,3338,1753,1585,9,9," NY",-73.9825649,40.7333501
"922","2014","Lenox Hill Hospital","NEW YORK",1703,30,4257,NA,NA,6,4194,152,1198,1509,NA,1,2554,56,618,5,492,0,1045,787,68,0,0,1141,562,51,1412,203,3536,1646,1890,53,53," NY",-73.9609812,40.7739364
"923","2014","Metropolitan Hospital Center","NEW YORK",283,9,1086,NA,NA,222,1038,137,160,294,NA,270,803,57,186,1,55,6,14,392,126,0,0,154,129,20,203,58,596,297,299,66,66," NY",-73.9443993,40.7848889
"924","2014","Mount Sinai Hospital","NEW YORK",2421,179,7379,NA,NA,193,7327,1093,1469,1586,NA,504,4955,277,1124,57,811,13,104,4098,369,0,3,1574,847,123,1327,966,6127,2030,4097,70,70," NY",-73.9524454,40.7899484
"925","2014","New York Presbyterian Hospital - New York Weill Cornell Center","NEW YORK",1957,17,5684,NA,NA,159,2976,139,373,351,NA,1,3726,50,540,16,170,0,53,3319,34,0,0,1467,490,11,1455,425,5447,685,4762,79,79," NY",-73.9542869,40.7643076
"926","2014","Elmhurst Hospital Center","QUEENS",1005,8,3166,NA,NA,147,2912,603,569,482,NA,550,2161,80,576,1,129,10,16,1272,361,0,1,509,496,50,598,349,2760,230,2530,34,34," NY",-73.8860322,40.7446774
"927","2014","NYU Hospitals Center","NEW YORK",1541,125,5487,NA,NA,4,5157,1544,973,1712,NA,1,3946,238,612,11,406,3,13,3582,243,0,3,1167,374,21,252,1267,5007,4831,176,88,88," NY",-73.9815497,40.7459158
"928","2014","New York Presbyterian Hospital - Columbia Presbyterian Center","NEW YORK",1820,21,4559,NA,NA,343,3832,734,877,462,NA,0,2739,74,701,19,80,4,21,2449,91,0,0,1193,627,78,1242,465,3730,1156,2574,78,78," NY",-73.9441736,40.8417607
"929","2014","St Lukes Roosevelt Hospital Center - Roosevelt Hospital Division","NEW YORK",1754,36,6125,NA,NA,225,5850,748,1188,1047,NA,676,4359,96,631,11,252,3,2015,476,282,0,0,1219,535,28,1254,230,5633,4323,1310,124,124," NY",-73.961459,40.8054014
"930","2014","Jamaica Hospital Medical Center","QUEENS",886,4,2363,NA,NA,0,2351,143,374,401,NA,43,1477,59,525,2,36,10,9,739,271,0,1,420,466,42,683,151,2029,1165,864,48,48," NY",-73.8167613,40.7010611
"931","2014","Flushing Hospital Medical Center","QUEENS",1029,1,2688,NA,NA,3,2648,255,381,933,NA,2,1659,48,553,1,35,0,45,982,394,0,0,524,505,41,807,177,1980,1359,621,37,37," NY",-73.8167251,40.7556511
"932","2014","Long Island Jewish Medical Center","QUEENS",2703,34,7667,NA,NA,503,7623,1033,1620,2116,NA,9,4964,167,1333,14,1021,11,42,3954,440,0,10,1537,1166,123,1821,753,5820,2253,3567,57,57," NY",-73.7069314,40.7555112
"933","2014","Queens Hospital Center","QUEENS",592,3,1688,NA,NA,198,1546,209,434,588,NA,0,1096,36,294,0,125,4,5,488,266,0,0,334,258,31,425,135,1201,1038,163,99,99," NY",-73.8045894,40.7169282
"934","2015","Brooks Memorial Hospital","CHAUTAUQUA",160,0,458,0,0,0,409,141,68,61,312,0,297,1,89,0,32,2,19,150,12,0,0,72,88,7,139,14,160,113,47,15,15," NY",-79.334641,42.4799884
"935","2014","St Johns Episcopal Hospital So Shore","QUEENS",296,0,686,NA,NA,1,683,0,61,26,NA,0,390,19,145,0,37,1,1,173,43,0,0,170,126,20,204,71,498,192,306,121,121," NY",-73.7548578,40.5986319
"936","2014","New York Hospital Medical Center   of Queens","QUEENS",1610,16,4611,NA,NA,570,4533,1889,171,1324,NA,0,3001,35,745,7,1270,12,34,2223,516,0,0,900,710,49,904,657,3169,635,2534,75,75," NY",-73.8254109,40.7454597
"937","2015","Northern Dutchess Hospital","DUTCHESS",336,0,963,0,0,5,954,238,80,55,820,308,627,35,175,0,19,0,155,94,145,0,0,196,140,4,298,33,802,708,94,85,85," NY",-73.9128078,41.9356016
"938","2014","Forest Hills Hospital","QUEENS",656,5,1926,NA,NA,105,1872,92,106,143,NA,4,1270,30,298,3,335,3,12,991,108,0,0,388,268,30,273,351,1667,281,1386,38,38," NY",-73.8448469,40.718106
